taxids;name;type designation
984673;environmental samples;environmental samples <Dorylaimoidea>
984674;environmental samples;environmental samples <Dorylaimina>
984675;environmental samples;environmental samples <Cephalobidae>
984676;environmental samples;environmental samples <Criconematoidea>
984677;environmental samples;environmental samples <Diplogastridae>
984678;environmental samples;environmental samples <Diphtherophora>
984705;environmental samples;environmental samples <Candidatus Parvarchaeum>
984707;environmental samples;environmental samples <Caldimicrobium>
984709;environmental samples;environmental samples <Desulfurellales>
985048;environmental samples;environmental samples <Halovibrio>
986070;environmental samples;environmental samples <mitosporic Dothioraceae>
986071;environmental samples;environmental samples <Bondarzewiaceae>
986072;environmental samples;environmental samples <Hyponectriaceae>
986073;environmental samples;environmental samples <mitosporic Chaetothyriales>
986074;environmental samples;environmental samples <mitosporic Botryosphaeriaceae>
988761;environmental samples;environmental samples <Cedecea>
988763;environmental samples;environmental samples <Mangroveibacter>
989188;Bythinella environmental sample;
989199;environmental samples;environmental samples <Bythinella>
990717;environmental samples;environmental samples <Phocaeicola>
991865;environmental samples;environmental samples <Maritimibacter>
993136;environmental samples;environmental samples <Debaryomycetaceae>
993405;environmental samples;environmental samples <Chitinimonas>
994913;environmental samples;environmental samples <Desulfohalobium>
995012;environmental samples;environmental samples <Zhouia>
995015;environmental samples;environmental samples <Fontibacillus>
997096;environmental samples;environmental samples <Zooshikella>
997500;environmental samples;environmental samples <Chromadoridae>
997501;Chromadoridae environmental sample;
997502;environmental samples;environmental samples <Heteroptera>
997503;Heteroptera environmental sample;
997674;environmental samples;environmental samples <Teratosphaeria>
997675;environmental samples;environmental samples <Cephalothecaceae>
997676;environmental samples;environmental samples <mitosporic Clavicipitaceae>
997677;environmental samples;environmental samples <Rutstroemiaceae>
997679;environmental samples;environmental samples <mitosporic Xylariales>
997681;environmental samples;environmental samples <Onygenaceae>
997682;environmental samples;environmental samples <Acarosporaceae>
997683;environmental samples;environmental samples <Lipomycetaceae>
997690;environmental samples;environmental samples <Dacampiaceae>
997692;environmental samples;environmental samples <Gnomoniaceae>
997693;environmental samples;environmental samples <Cunninghamellaceae>
997695;environmental samples;environmental samples <Verrucariaceae>
997760;environmental samples;environmental samples <mitosporic Orbiliaceae>
999118;environmental samples;environmental samples <Acetoanaerobium>
999493;environmental samples;environmental samples <mitosporic Agaricostilbomycetidae>
999505;environmental samples;environmental samples <Microbotryales>
999901;environmental samples;environmental samples <Methanocella>
1000444;environmental samples;environmental samples <Capnodiales incertae sedis>
1001866;environmental samples;environmental samples <Ahrensia>
1002207;environmental samples;environmental samples <Caenispirillum>
1002209;environmental samples;environmental samples <Pelagicoccus>
1002241;environmental samples;environmental samples <Leporidae>
1002242;Leporidae environmental sample;
1002243;environmental samples;environmental samples <Canis>
1002244;Canis environmental sample;
1002245;environmental samples;environmental samples <Lutra>
1002247;Lutra environmental sample;
1002248;environmental samples;environmental samples <Neovison>
1002249;Neovison environmental sample;
1002250;environmental samples;environmental samples <Procyon>
1002251;Procyon environmental sample;
1002252;environmental samples;environmental samples <Ursus>
1002253;Ursus environmental sample;
1002254;environmental samples;environmental samples <Vulpes>
1002255;Vulpes environmental sample;
1002256;environmental samples;environmental samples <Lynx>
1002257;Lynx environmental sample;
1002543;environmental samples;environmental samples <Mesoflavibacter>
1002545;environmental samples;environmental samples <Cohaesibacter>
1002547;environmental samples;environmental samples <Methylarcula>
1006553;environmental samples;environmental samples <Fragilariopsis>
1006556;environmental samples;environmental samples <Skeletonema>
1006562;environmental samples;environmental samples <Florenciellales>
1007659;environmental samples;environmental samples <Hormoscilla>
1008262;Vulpia environmental sample;
1008264;Avena environmental sample;
1008265;Bromus environmental sample;
1008266;Hordeum environmental sample;
1008267;Lolium environmental sample;
1008268;Nassella environmental sample;
1008269;Poa environmental sample;
1008270;Triticum environmental sample;
1008271;environmental samples;environmental samples <Rosaceae>
1008272;Adenostoma environmental sample;
1008273;Asterales environmental sample;
1008274;environmental samples;environmental samples <Asteraceae>
1008275;Microseris environmental sample;
1008276;Centaurea environmental sample;
1008277;environmental samples;environmental samples <Onagraceae>
1008278;Clarkia environmental sample;
1008279;Epilobium environmental sample;
1008280;environmental samples;environmental samples <Geraniaceae>
1008281;Erodium environmental sample;
1008282;environmental samples;environmental samples <Linaceae>
1008283;Hesperolinon environmental sample;
1008284;environmental samples;environmental samples <Juglandaceae>
1008285;Juglans environmental sample;
1008286;environmental samples;environmental samples <Phrymaceae>
1008287;Mimulus environmental sample;
1008288;environmental samples;environmental samples <Lamiaceae>
1008289;Monardella environmental sample;
1008290;environmental samples;environmental samples <Polemoniaceae>
1008291;Navarretia environmental sample;
1008876;environmental samples;environmental samples <Aestuariimicrobium>
1008883;environmental samples;environmental samples <Telmatospirillum>
1008885;environmental samples;environmental samples <Propionispora>
1008889;environmental samples;environmental samples <Candidatus Arthromitus>
1009872;environmental samples;environmental samples <Filimonas>
1009874;environmental samples;environmental samples <Algorimarina>
1009876;environmental samples;environmental samples <Starkeya>
1010592;environmental samples;environmental samples <Vaucheriaceae>
1017338;environmental samples;environmental samples <Jonesia>
1017340;environmental samples;environmental samples <Actinopolyspora>
1027811;environmental samples;environmental samples <Epistylidae>
1027881;environmental samples;environmental samples <Centritractaceae>
1027883;environmental samples;environmental samples <Pinguiochrysidaceae>
1028100;Ampithoe environmental sample;
1028101;Calanoida environmental sample;
1028103;Cuapetes environmental sample;
1028104;Decapoda environmental sample;
1028105;Galathea environmental sample;
1028106;Hyale environmental sample;
1028107;Isopoda environmental sample;
1028108;Cherusius environmental sample;
1028108;Jonesius environmental sample;
1028109;Paguroidea environmental sample;
1028110;Phyllodocidae environmental sample;
1028111;Pocillopora environmental sample;
1028113;Polynoidae environmental sample;
1028114;Sipuncula environmental sample;
1028115;Synalpheus environmental sample;
1028116;Vitricithna environmental sample;
1028117;environmental samples;environmental samples <Ampithoe>
1028118;environmental samples;environmental samples <Calanoida>
1028120;environmental samples;environmental samples <Cuapetes>
1028121;environmental samples;environmental samples <Decapoda>
1028122;environmental samples;environmental samples <Galathea>
1028124;environmental samples;environmental samples <Hyale>
1028125;environmental samples;environmental samples <Isopoda>
1028127;environmental samples;environmental samples <Jonesius>
1028128;environmental samples;environmental samples <Phyllodocidae>
1028129;environmental samples;environmental samples <Paguroidea>
1028130;environmental samples;environmental samples <Pocillopora>
1028131;environmental samples;environmental samples <Polynoidae>
1028132;environmental samples;environmental samples <Sipuncula>
1028133;environmental samples;environmental samples <Synalpheus>
1028135;environmental samples;environmental samples <Vitricithna>
1028463;Alpheus dolerus environmental sample;
1028464;Chlorodiella laevissima environmental sample;
1028465;Cyclodius ungulatus environmental sample;
1028466;Etisus anaglyptus environmental sample;
1028467;Galathea mauritiana environmental sample;
1028468;Liocarpilodes integerrimus environmental sample;
1028469;Paracalanus parvus environmental sample;
1028471;Perinia tumida environmental sample;
1028472;Pherecardia striata environmental sample;
1028473;Phylladiorhynchus integrirostris environmental sample;
1028474;Pilodius flavus environmental sample;
1028476;Trapezia tigrina environmental sample;
1028477;environmental samples;environmental samples <Alpheus>
1028478;environmental samples;environmental samples <Chlorodiella>
1028479;environmental samples;environmental samples <Cyclodius>
1028481;environmental samples;environmental samples <Liocarpilodes>
1028482;environmental samples;environmental samples <Paracalanus>
1028483;environmental samples;environmental samples <Perinia>
1028484;environmental samples;environmental samples <Pherecardia>
1028485;environmental samples;environmental samples <Phylladiorhynchus>
1028486;environmental samples;environmental samples <Pilodius>
1028488;environmental samples;environmental samples <Trapezia>
1028516;environmental samples;environmental samples <Lacibacter>
1030289;environmental samples;environmental samples <Iodobacter>
1030336;environmental samples;environmental samples <Spraguidae>
1031262;environmental samples;environmental samples <Nitriliruptor>
1033980;environmental samples;environmental samples <Plectosphaerellaceae>
1034770;environmental samples;environmental samples <Anelloviridae>
1034773;environmental samples;environmental samples <Geminiviridae>
1034794;environmental samples;environmental samples <Herpesviridae>
1034796;environmental samples;environmental samples <Nanoviridae>
1034799;environmental samples;environmental samples <Papillomaviridae>
1034801;environmental samples;environmental samples <Poxviridae>
1035517;environmental samples;environmental samples <Hyalodiscaceae>
1035613;environmental samples;environmental samples <Eudoraea>
1035615;environmental samples;environmental samples <Echinicola>
1035797;environmental samples;environmental samples <Thermogymnomonas>
1035799;environmental samples;environmental samples <Thioprofundum>
1035936;environmental samples;environmental samples <Desulfatirhabdium>
1040602;environmental samples;environmental samples <Annulatascaceae>
1042236;environmental samples;environmental samples <Oceanistipes>
1042238;environmental samples;environmental samples <Ferruginibacter>
1042796;environmental samples;environmental samples <Dryopteridaceae>
1042797;Dryopteris environmental sample;
1042798;environmental samples;environmental samples <Marchantiaceae>
1042799;Marchantia environmental sample;
1042800;environmental samples;environmental samples <Polytrichaceae>
1042801;Polytrichum environmental sample;
1042802;Syntrichia environmental sample;
1042812;environmental samples;environmental samples <Rhodovarius>
1045330;environmental samples;environmental samples <Halomicrobium>
1045359;environmental samples;environmental samples <Halogranum>
1046600;environmental samples;environmental samples <Salimicrobium>
1048690;environmental samples;environmental samples <Olivibacter>
1051584;environmental samples;environmental samples <Roseibacterium>
1051586;environmental samples;environmental samples <Cocleimonas>
1052820;environmental samples;environmental samples <candidate division WCHD3-30>
1052872;environmental samples;environmental samples <Catellicoccus>
1054137;environmental samples;environmental samples <Hellea>
1054451;environmental samples;environmental samples <Lichtheimiaceae>
1054453;environmental samples;environmental samples <Wickerhamomycetaceae>
1054591;environmental samples;environmental samples <Pseudonocardineae>
1054593;environmental samples;environmental samples <Nitriliruptorales>
1054999;environmental samples;environmental samples <Sticholonchida>
1055108;environmental samples;environmental samples <Persicirhabdus>
1055110;environmental samples;environmental samples <Robiginitomaculum>
1055504;environmental samples;environmental samples <Georgfuchsia>
1064558;environmental samples;environmental samples <Thyridiaceae>
1064560;environmental samples;environmental samples <Eocronartiaceae>
1069754;Acanthanas pusillus environmental sample;
1069755;Aniculus retipes environmental sample;
1069756;Axiidae environmental sample;
1069757;Brachycarpus biunguiculatus environmental sample;
1069758;Calappa gallus environmental sample;
1069759;Chlorodiella barbata environmental sample;
1069760;Chlorodiella crispipleopa environmental sample;
1069761;Daldorfia environmental sample;
1069762;Epialtidae environmental sample;
1069763;Etisus frontalis environmental sample;
1069764;Galatheidae environmental sample;
1069765;Gnathiidae environmental sample;
1069766;Gonodactylus affinis environmental sample;
1069767;Huenia environmental sample;
1069768;Medaeus elegans environmental sample;
1069769;Menaethius monoceros environmental sample;
1069770;Menaethius orientalis environmental sample;
1069771;Metalpheus rostratipes environmental sample;
1069772;Palaemonella rotumana environmental sample;
1069773;Palmyria palmyrensis environmental sample;
1069774;Parthenopidae environmental sample;
1069775;Petrolisthes environmental sample;
1069776;Phylladiorhynchus environmental sample;
1069777;Pilodius pugil environmental sample;
1069778;Saron marmoratus environmental sample;
1069779;Saron environmental sample;
1069780;Thalamita environmental sample;
1069781;Trapezia flavopunctata environmental sample;
1069782;Xanthias latifrons environmental sample;
1069783;Caridea environmental sample;
1069784;Diniatys dentifer environmental sample;
1069785;Erato environmental sample;
1069786;Julia zebra environmental sample;
1069787;Stomatella rosacea environmental sample;
1069788;Stomatellidae environmental sample;
1069789;environmental samples;environmental samples <Alpheidae>
1069790;environmental samples;environmental samples <Diogenidae>
1069791;environmental samples;environmental samples <Axiidae>
1069792;environmental samples;environmental samples <Palaemonidae>
1069793;environmental samples;environmental samples <Calappidae>
1069794;environmental samples;environmental samples <Caridea>
1069795;environmental samples;environmental samples <Xanthidae>
1069797;environmental samples;environmental samples <Parthenopidae>
1069798;environmental samples;environmental samples <Haminoeidae>
1069799;environmental samples;environmental samples <Epialtidae>
1069800;environmental samples;environmental samples <Eratoidae>
1069801;environmental samples;environmental samples <Galatheidae>
1069802;environmental samples;environmental samples <Gnathiidae>
1069803;environmental samples;environmental samples <Majidae>
1069804;environmental samples;environmental samples <Gonodactylidae>
1069806;environmental samples;environmental samples <Juliidae>
1069807;environmental samples;environmental samples <Trapeziidae>
1069808;environmental samples;environmental samples <Porcellanidae>
1069809;environmental samples;environmental samples <Portunidae>
1069811;environmental samples;environmental samples <Hippolytidae>
1069812;environmental samples;environmental samples <Stomatellidae>
1069880;Chromis acares environmental sample;
1069885;Chromis iomelas environmental sample;
1069886;Chromis vanderbilti environmental sample;
1069887;Cirripectes variolosus environmental sample;
1069890;Eviota disrupta environmental sample;
1069891;environmental samples;environmental samples <Eviota>
1069892;Eviota environmental sample;
1069893;Neocirrhites armatus environmental sample;
1069894;Pseudogramma polyacantha environmental sample;
1069894;Pseudogramma polyacanthum environmental sample;
1069895;Synodus binotatus environmental sample;
1069896;Valenciennea strigata environmental sample;
1069995;environmental samples;environmental samples <Ignavibacterium>
1071674;environmental samples;environmental samples <Fulvivirga>
1072507;environmental samples;environmental samples <Helcococcus>
1072515;environmental samples;environmental samples <Granulosicoccaceae>
1072678;environmental samples;environmental samples <Hansschlegelia>
1074043;environmental samples;environmental samples <Inoviridae>
1074197;environmental samples;environmental samples <Haliphthoraceae>
1074239;environmental samples;environmental samples <Kytococcus>
1075298;environmental samples;environmental samples <Cymbellaceae>
1075816;environmental samples;environmental samples <Chrysovirus>
1075820;environmental samples;environmental samples <Totiviridae>
1075825;environmental samples;environmental samples <dsRNA viruses>
1075826;dsRNA virus environmental sample;
1075826;dsRNA virus environmental samples;
1075827;environmental samples;environmental samples <Endornaviridae>
1075829;environmental samples;environmental samples <Hypoviridae>
1079058;environmental samples;environmental samples <Aeribacillus>
1079916;environmental samples;environmental samples <Mycetocola>
1079919;environmental samples;environmental samples <Kerstersia>
1079923;environmental samples;environmental samples <Commensalibacter>
1080001;environmental samples;environmental samples <Tropicimonas>
1081853;environmental samples;environmental samples <Candidatus Lumbricincola>
1081855;environmental samples;environmental samples <Catenuloplanes>
1081857;environmental samples;environmental samples <Melittangium>
1081859;environmental samples;environmental samples <Proteinimicrobium>
1081861;environmental samples;environmental samples <Solitalea>
1082935;environmental samples;environmental samples <Aerosphaera>
1082937;environmental samples;environmental samples <Zobellella>
1084729;environmental samples;environmental samples <Catenariaceae>
1086587;environmental samples;environmental samples <Rhabdochlamydiaceae>
1087353;environmental samples;environmental samples <Acetanaerobacterium>
1089178;environmental samples;environmental samples <Larkinella>
1089180;environmental samples;environmental samples <Candidatus Portiera>
1089346;environmental samples;environmental samples <Botryosphaeriales>
1089348;environmental samples;environmental samples <Magnaporthales>
1089350;environmental samples;environmental samples <Omphalotaceae>
1089428;environmental samples;environmental samples <Acanthopleuribacterales>
1089430;environmental samples;environmental samples <Bartonellaceae>
1090870;environmental samples;environmental samples <Methanohalobium>
1091195;Arabidopsis environmental sample;
1091558;Cephalopoda environmental sample;
1091560;Pantopoda environmental sample;
1091561;environmental samples;environmental samples <Cephalopoda>
1091562;environmental samples;environmental samples <Pantopoda>
1091609;environmental samples;environmental samples <Dosidicus>
1091610;Dosidicus gigas environmental sample;
1092586;environmental samples;environmental samples <Mammalia>
1092587;Mammalia environmental sample;
1092587;mammal environmental sample;
1093139;environmental samples;environmental samples <Sediminimonas>
1095002;environmental samples;environmental samples <Ajellomycetaceae>
1095244;environmental samples;environmental samples <Hyphochytriomycetes>
1095252;marine copepod environmental sample;
1095253;environmental samples;environmental samples <Paeon>
1095254;Paeon environmental sample;
1095255;environmental samples;environmental samples <Stephos>
1095256;Stephos environmental sample;
1095622;environmental samples;environmental samples <Gautieriaceae>
1095916;environmental samples;environmental samples <Gemmobacter>
1095918;environmental samples;environmental samples <Sebaldella>
1095921;environmental samples;environmental samples <Sulfuritalea>
1096475;environmental samples;environmental samples <Solentia>
1096477;environmental samples;environmental samples <Rubidibacter>
1096667;environmental samples;environmental samples <Cyclanthaceae>
1096668;Asplundia environmental sample;
1096669;environmental samples;environmental samples <Arecoideae>
1096670;Astrocaryum environmental sample;
1096672;Caesalpinioideae environmental sample;
1096673;environmental samples;environmental samples <Celastraceae>
1096674;Cheiloclinium environmental sample;
1096675;environmental samples;environmental samples <Melastomataceae>
1096676;Clidemia environmental sample;
1096677;Melastomataceae environmental sample;
1096678;environmental samples;environmental samples <Clusiaceae>
1096679;Clusiaceae environmental sample;
1096680;environmental samples;environmental samples <Bignoniaceae>
1096681;Cydista environmental sample;
1096682;environmental samples;environmental samples <Ebenaceae>
1096683;Ebenaceae environmental sample;
1096684;environmental samples;environmental samples <Vochysiaceae>
1096685;Erisma environmental sample;
1096686;environmental samples;environmental samples <Lecythidaceae>
1096687;Gustavia environmental sample;
1096688;environmental samples;environmental samples <Myristicaceae>
1096689;Iryanthera environmental sample;
1096691;Maieta environmental sample;
1096693;environmental samples;environmental samples <Malpighiaceae>
1096694;Malpighiaceae environmental sample;
1096695;Miconia environmental sample;
1096696;Myristicaceae environmental sample;
1096707;Naucleopsis environmental sample;
1096708;environmental samples;environmental samples <Apocynaceae>
1096709;Odontadenia environmental sample;
1096710;Symphonia environmental sample;
1096711;Talisia environmental sample;
1096712;Vouacapoua environmental sample;
1096713;Psychotria environmental sample;
1096714;environmental samples;environmental samples <Rubiaceae>
1097420;environmental samples;environmental samples <Couchioplanes>
1097422;environmental samples;environmental samples <Chelativorans>
1097424;environmental samples;environmental samples <Desmospora>
1097426;environmental samples;environmental samples <Bhargavaea>
1099792;environmental samples;environmental samples <Pseudogulbenkiania>
1101210;environmental samples;environmental samples <Teloschistaceae>
1101445;environmental samples;environmental samples <Puniceicoccaceae>
1101447;environmental samples;environmental samples <Salinimonas>
1104544;environmental samples;environmental samples <candidate division JL-ETNP-Z39>
1104689;environmental samples;environmental samples <Aerophobetes>
1105181;environmental samples;environmental samples <Coriobacteridae>
1109612;environmental samples;environmental samples <Afrixalus>
1109613;Afrixalus environmental sample;
1109614;environmental samples;environmental samples <Embata>
1109615;Embata environmental sample;
1109616;environmental samples;environmental samples <Floscularia>
1109617;Floscularia environmental sample;
1109622;environmental samples;environmental samples <Methanosphaerula>
1109624;environmental samples;environmental samples <Haladaptatus>
1109662;environmental samples;environmental samples <Anaerorhabdus>
1111745;environmental samples;environmental samples <Marinicella>
1112276;Trifolium environmental sample;
1112702;Carpinus environmental sample;
1112703;Cichorium environmental sample;
1112705;environmental samples;environmental samples <Cucurbitaceae>
1112706;Cucumis environmental sample;
1112707;environmental samples;environmental samples <Equisetaceae>
1112708;Equisetum environmental sample;
1112709;environmental samples;environmental samples <Fabaceae>
1112710;Glycine environmental sample;
1112711;environmental samples;environmental samples <Cannabaceae>
1112712;Humulus environmental sample;
1112713;environmental samples;environmental samples <Solanaceae>
1112714;Nicotiana environmental sample;
1112716;Prunus environmental sample;
1112717;Pyrus environmental sample;
1112718;Robinia environmental sample;
1112719;Salix environmental sample;
1112720;Solanum environmental sample;
1112721;environmental samples;environmental samples <Vitaceae>
1112722;Vitis environmental sample;
1112737;environmental samples;environmental samples <Sharpea>
1112739;environmental samples;environmental samples <Syntrophococcus>
1112826;environmental samples;environmental samples <Cerebratulus>
1112827;Cerebratulus environmental sample;
1115565;environmental samples;environmental samples <Thalassobacillus>
1117716;Maleae environmental sample;
1117717;Betulaceae environmental sample;
1118068;environmental samples;environmental samples <Nitrosopumilaceae>
1118123;environmental samples;environmental samples <Moryella>
1123703;environmental samples;environmental samples <Marivirga>
1124628;environmental samples;environmental samples <Parmeliaceae>
1126251;environmental samples;environmental samples <Aves>
1126252;birdstrike environmental sample;
1126611;environmental samples;environmental samples <Alexandrium>
1126671;environmental samples;environmental samples <Acidiferrobacter>
1127470;environmental samples;environmental samples <Desulfarculales>
1127473;environmental samples;environmental samples <Nautiliales>
1129256;environmental samples;environmental samples <Bacteroidia>
1130043;environmental samples;environmental samples <Cryptomycota>
1130984;environmental samples;environmental samples <Thermicanus>
1131254;environmental samples;environmental samples <Methanocellales>
1131372;environmental samples;environmental samples <Conchiformibius>
1131374;environmental samples;environmental samples <Synergistales>
1131376;environmental samples;environmental samples <Pelistega>
1131715;environmental samples;environmental samples <Cryphonectriaceae>
1131721;environmental samples;environmental samples <Helminthosphaeriaceae>
1131723;environmental samples;environmental samples <Spirillospora>
1131726;environmental samples;environmental samples <Solwaraspora>
1131834;environmental samples;environmental samples <Piscinibacter>
1133090;environmental samples;environmental samples <Kiloniella>
1133323;environmental samples;environmental samples <Chthoniobacter>
1133368;environmental samples;environmental samples <Coccinimonas>
1135995;environmental samples;environmental samples <Actinomycetospora>
1135997;environmental samples;environmental samples <Craurococcus>
1136473;Abies environmental sample;
1137100;environmental samples;environmental samples <Tetranychus>
1137101;Tetranychus environmental sample;
1137114;environmental samples;environmental samples <Lutispora>
1137116;environmental samples;environmental samples <Tepidibacter>
1137118;environmental samples;environmental samples <Tepidamorphus>
1137120;environmental samples;environmental samples <Haloplasma>
1137122;environmental samples;environmental samples <Mariniflexile>
1137837;environmental samples;environmental samples <Candidatus Midichloria mitochondrii>
1137962;environmental samples;environmental samples <Allokutzneria>
1137964;environmental samples;environmental samples <Actinophytocola>
1138869;environmental samples;environmental samples <Synurophyceae>
1138872;environmental samples;environmental samples <Heterotrichea>
1138875;environmental samples;environmental samples <Thaumatomonadida>
1138878;environmental samples;environmental samples <Mischococcales>
1141687;environmental samples;environmental samples <Suttonella>
1142132;environmental samples;environmental samples <Microsporidium>
1144494;environmental samples;environmental samples <Choanephoraceae>
1144501;environmental samples;environmental samples <Laboulbeniomycetes>
1144504;environmental samples;environmental samples <Glomeromycetes>
1144683;environmental samples;environmental samples <Phytohabitans>
1145019;environmental samples;environmental samples <Candidatus Jettenia>
1145108;environmental samples;environmental samples <Thalassobaculum>
1145286;environmental samples;environmental samples <Flavihumibacter>
1145288;environmental samples;environmental samples <Inhella>
1145290;environmental samples;environmental samples <Krasilnikovia>
1146866;environmental samples;environmental samples <Rivibacter>
1146868;environmental samples;environmental samples <Bauldia>
1147644;environmental samples;environmental samples <Pucciniaceae>
1150876;environmental samples;environmental samples <Claroideoglomeraceae>
1154684;environmental samples;environmental samples <candidate division WPS-1>
1154685;environmental samples;environmental samples <candidate division WPS-2>
1155010;environmental samples;environmental samples <Pneumocystidaceae>
1156048;environmental samples;environmental samples <Umbilicariaceae>
1156401;environmental samples;environmental samples <Nostocoida type II>
1156502;environmental samples;environmental samples <candidate division TA06>
1157603;environmental samples;environmental samples <Thioploca>
1157612;environmental samples;environmental samples <Phakopsoraceae>
1159226;environmental samples;environmental samples <Anaeroplasmatales>
1159557;environmental samples;environmental samples <Pseudosporangium>
1159874;environmental samples;environmental samples <Pelagibacterium>
1160951;environmental samples;environmental samples <Candidatus Competibacter>
1161387;environmental samples;environmental samples <Weeksella>
1162693;environmental samples;environmental samples <Desulfosporomusa>
1162696;environmental samples;environmental samples <Ignavibacteriaceae>
1162699;environmental samples;environmental samples <Patulibacteraceae>
1162701;environmental samples;environmental samples <Plantactinospora>
1162703;environmental samples;environmental samples <Riftia>
1162705;environmental samples;environmental samples <Solirubrobacteraceae>
1162707;environmental samples;environmental samples <Sulfuricella>
1162709;environmental samples;environmental samples <Thermolithobacteraceae>
1162847;environmental samples;environmental samples <Acidithiomicrobium>
1162849;environmental samples;environmental samples <Acidicaldus>
1163711;environmental samples;environmental samples <Phallaceae>
1163718;environmental samples;environmental samples <Thamnidiaceae>
1163724;environmental samples;environmental samples <Leucosporidiaceae>
1164561;environmental samples;environmental samples <Albidiferax>
1164567;environmental samples;environmental samples <Dermabacteraceae>
1164592;environmental samples;environmental samples <Gracilibacteraceae>
1164606;environmental samples;environmental samples <Rudanella>
1165452;environmental samples;environmental samples <Shimazuella>
1165530;environmental samples;environmental samples <Azomonas>
1165532;environmental samples;environmental samples <Ectothiorhodosinus>
1166701;environmental samples;environmental samples <Pichiaceae>
1168537;environmental samples;environmental samples <Woodsholea>
1168539;environmental samples;environmental samples <Oxalicibacterium>
1169645;environmental samples;environmental samples <Procabacteriaceae>
1170366;environmental samples;environmental samples <Saccharomycetes incertae sedis>
1173621;environmental samples;environmental samples <Orbus>
1173711;environmental samples;environmental samples <Enterocytozoonidae>
1173717;environmental samples;environmental samples <Didymiaceae>
1173721;environmental samples;environmental samples <Physaraceae>
1173723;Didymium environmental sample;
1173733;environmental samples;environmental samples <Stemonitida>
1177719;environmental samples;environmental samples <Prolinoborus>
1177739;environmental samples;environmental samples <Theileriidae>
1178466;environmental samples;environmental samples <Ostertagia>
1178467;Ostertagia environmental sample;
1178803;environmental samples;environmental samples <Calditerrivibrio>
1182305;environmental samples;environmental samples <Plesiocystis>
1183331;environmental samples;environmental samples <Ophiostomataceae>
1184160;environmental samples;environmental samples <Turneriella>
1184399;environmental samples;environmental samples <Mesotoga>
1184602;environmental samples;environmental samples <Actinopterygii>
1184603;Actinopterygii environmental sample;
1185409;environmental samples;environmental samples <Defluviitalea>
1185818;environmental samples;environmental samples <Paraoerskovia>
1187014;environmental samples;environmental samples <Methanococci>
1187016;environmental samples;environmental samples <Allobaculum>
1188045;environmental samples;environmental samples <Roseibacillus>
1188777;environmental samples;environmental samples <Celeribacter>
1189042;environmental samples;environmental samples <Musaceae>
1189043;Musa environmental sample;
1191059;environmental samples;environmental samples <Aureimarina>
1191114;environmental samples;environmental samples <Coscinodiscophycidae>
1191374;environmental samples;environmental samples <Kozakia>
1191417;environmental samples;environmental samples <Cellulosilyticum>
1191518;environmental samples;environmental samples <Candidatus Chloracidobacterium>
1191520;environmental samples;environmental samples <Pedosphaera>
1191682;environmental samples;environmental samples <Meniscus>
1191684;environmental samples;environmental samples <Vulcanibacillus>
1191686;environmental samples;environmental samples <Ignavibacteriales>
1193504;environmental samples;environmental samples <Candidatus Gilliamella>
1193516;environmental samples;environmental samples <Candidatus Snodgrassella>
1193519;environmental samples;environmental samples <Austwickia>
1193521;environmental samples;environmental samples <Phycicola>
1193523;environmental samples;environmental samples <Subtercola>
1193525;environmental samples;environmental samples <Alkalilactibacillus>
1193527;environmental samples;environmental samples <Saccharibacillus>
1193529;environmental samples;environmental samples <Sinobaca>
1193531;environmental samples;environmental samples <Butyricicoccus>
1193533;environmental samples;environmental samples <Flavonifractor>
1193535;environmental samples;environmental samples <Subaequorebacter>
1193537;environmental samples;environmental samples <Actinoallomurus>
1193539;environmental samples;environmental samples <Melissococcus>
1193541;environmental samples;environmental samples <Salinicola>
1193582;Vicia environmental sample;
1193583;environmental samples;environmental samples <Trichocera>
1193584;Trichocera environmental sample;
1193585;environmental samples;environmental samples <Sinella>
1193586;Sinella environmental sample;
1193587;environmental samples;environmental samples <Silpha>
1193588;Silpha environmental sample;
1193589;environmental samples;environmental samples <Lepidocyrtus>
1193590;Lepidocyrtus environmental sample;
1193591;environmental samples;environmental samples <Adineta>
1193592;Adineta environmental sample;
1193697;environmental samples;environmental samples <Gloeophyllaceae>
1193699;environmental samples;environmental samples <Lentitheciaceae>
1193706;environmental samples;environmental samples <Didymellaceae>
1193710;environmental samples;environmental samples <Tilletiaceae>
1194412;environmental samples;environmental samples <Methanocellaceae>
1194442;environmental samples;environmental samples <Demequinaceae>
1194681;environmental samples;environmental samples <Hydrurales>
1195148;environmental samples;environmental samples <Thermanaerothrix>
1195150;environmental samples;environmental samples <Psychrosinus>
1195955;environmental samples;environmental samples <Schumannella>
1198331;environmental samples;environmental samples <Bunyaviridae>
1198334;environmental samples;environmental samples <Nodaviridae>
1202133;environmental samples;environmental samples <Thiocystis>
1204477;environmental samples;environmental samples <Apiaceae>
1204478;Angelica environmental sample;
1204479;Artemisia environmental sample;
1204481;Atractylodes environmental sample;
1204482;Bombax environmental sample;
1204484;environmental samples;environmental samples <Convolvulaceae>
1204486;Convolvulus environmental sample;
1204487;environmental samples;environmental samples <Lyophyllaceae>
1204489;environmental samples;environmental samples <Cupressaceae>
1204491;Cupressus environmental sample;
1204492;Dryas environmental sample;
1204493;Fallopia environmental sample;
1204494;Foeniculum environmental sample;
1204495;Grevillea environmental sample;
1204496;environmental samples;environmental samples <Lauraceae>
1204497;Laurus environmental sample;
